,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100
百田栞,0,1,0,1,0,1,0,0,0,2,2,0,0,2,0,0,1,4,2,0,0,1,1,0,0,0,0,1,1,0,0,2,1,0,1,0,0,0,0,0,1,2,0,0,0,0,4,0,0,0,1,1,1,1,0,1,0,0,1,0,1,0,2,1,0,1,0,2,0,2,1,0,1,0,2,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,2,1,0,0,2,0,0
百田岬,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,4,0,0,1,0,0,0,0,3,0,0,4,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,4,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0
優木ひかる,2,1,0,1,1,6,0,4,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,5,1,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0
マリア・エリヨリ,0,0,4,0,2,0,0,0,1,0,0,0,2,1,0,0,1,2,0,0,0,0,0,0,0,0,0,3,0,1,1,0,2,1,1,1,2,0,0,3,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,1,0,0,0
立花綾乃,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,3,1,2,0,0,0,0,0,0,3,2,0,2,2,0,2,0,0,1,2,1,0,0,0,1,1,3,1,0,1,1,2,2,1,1,0,0,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0
滝川けいこ,0,0,1,0,0,4,0,0,1,0,0,1,1,1,0,0,0,0,0,3,2,0,2,1,0,1,1,0,0,0,1,0,2,0,0,1,1,0,1,2,2,0,0,0,0,0,0,1,1,2,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,2,0,1,0,0,0,0,0,0,0,2,0,0,0,2,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,5,0,1
三橋ひより,0,1,0,1,0,1,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,5,0,1,0,0,0,0,0,0,0,2,0,1,1,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,3,0,0,0,0
ゆうきさやか,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,3,2,0,0,0,2,0,2,0,0,0,0,0,1,0,0,1,2,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0
黒沢せりな,2,1,0,2,0,3,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,2,1,2,0,1,0,1,2,1,0,0,0,2,0,0,0,1,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0
仲野希,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,2,1,0,0,2,1,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,4,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,2,0,1,0,1,0,0,0,1,0,0,1,0,2,1,0,1,0
観月恋,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,1,0,1,0,1,1,0,0,0,0,3,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,2,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0
Nina,1,2,1,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,1,0,0,1,3,0,2,0,1,0,0,0,0,2,2,0,2,1,6,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,1,0,0,2,1,0,0,1,0,0,2,1,1,0,2,0,1,0,0,1,0,0,0,0
真矢志穂,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,2,0,1,0,0,1,1,1,0,1,0,0,0,3,1,0,1,0,1,1,2,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,3,0,0,3,0,0,2,2,0,0,1,1,0,0,0,0,1,0,0
近澤まゆみ,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
浅見純,0,0,1,3,2,0,1,0,0,0,0,1,0,3,2,2,0,3,0,3,0,0,3,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,2,1,0,1,0,0,0,2,1,0,2,0,1,0,0,2,0,1,0,0,0,0,0,1,0,5,0,0,0,1,0,1,0,2,2,0,1,2,2,0,0,1,0,0,0,1,1,0,2,1,0,0,2,1,0,0,1,2,0,1,0,0
哀川りん,0,0,0,2,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,1,0,0,2,1,1,2,2,0,0,0,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,0,1
麻木りあ,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,1,4,1,0,0,1,0,0,0,0,0,1,0,0,2,1,0,1,0,1,4,5,0,2,1,0,0,0,3,2,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,2,0,0,0,0,1,0,2,0,0,0,1,0,1,3,0,3,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
小嶋ゆい菜,0,2,0,2,0,1,0,1,0,0,2,1,0,1,2,1,0,1,0,1,0,0,0,1,0,0,3,0,0,2,0,0,1,1,1,4,0,0,0,0,0,1,0,0,0,0,1,3,4,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,2,2,0,1,0,0,1,1,1,0,0,0,0,0,0,0,2,0,3,1,0,0,0,0,0,1,0,1,2,0
小滝紗由美,0,0,1,1,0,0,1,0,0,2,1,1,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0
本条直子,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,2,1,0,4,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,4,2,0,0,0,0,1,3,1,0,1,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,2,1,1
湯本千夏,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,1,0,0,2,0,0,2,1,0,1,0,0,0,0,0,1,0,3,0,0,0,0,1,0,2,0,0,2,0,1,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,1,1,0,0,0,3,1,0,1,0,0,0,1,0,0
彩瀬りえか,0,0,0,0,0,1,0,0,1,4,0,0,0,1,1,0,3,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,5,2,0,0,1,0,1,2,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,2,2,0,0,0,6,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,2,0,3,0,1,0,1,0,0,0,0,0,0
小西レナ,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,1,2,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,1,0,0
亜美,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,0,1,1,0,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0
海老原ひとみ,1,2,0,0,0,1,0,1,1,1,0,0,0,3,1,2,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,2,0,0,0,2,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,3,1,0,1,0,0,0,1,0,0,0,2,0,2,0,0,0,1,1,1,1,0,1,0,0,2,0,0,0,0,0,1,2,0,0,1
すずきりりか,0,0,1,3,1,1,0,0,0,0,2,0,1,0,0,2,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1,1,0,0,3,0,1,0,2,0,2,0,1,2,0,0,2,2,1,0,2,0,0,0,0,0,1,0,1,1,2,2,1,1,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0
芦名紗希,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,2,0,0,1,1,1,0,1,0,0,1,0,1,0,3,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1
愛澄玲花,0,0,0,0,0,1,0,1,1,1,0,0,2,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,3,0,0,2,0
矢吹杏,0,0,0,2,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,2,0,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,1,2,0,0
姫村ナミ,0,1,0,0,0,0,0,2,0,1,2,0,1,1,0,0,0,0,0,1,3,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,2,0,0,0,1,1,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,0,2,1,1,0,1,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0
谷村早苗,0,0,0,3,0,2,0,1,0,4,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,2,3,0,0,1,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
二階堂ソフィア,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,2,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0,0,2,0,0,0,0
優木明日花,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,2,2,0,2,1,1,0,0,0,2,1,0,0,0,2,0,4,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,3,0,1,0,0,0,0,0,0,0,0,1,2,0,1,0,1,5,0,0,1,0,0,5,0,0,0,0,0,1,0,2,0,0,3,2,0,0,0
安部千秋,0,0,1,0,1,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,4,0,2,0,2,0,0,2,0,0,0,0,1,0,0,2,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,2,1,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0
仲村はるか,1,0,0,0,1,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,2,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,4,0,0,1,0,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0
芹沢ゆい,0,0,0,1,0,2,1,2,0,0,0,1,0,2,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,2,0,0,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
佐々木千香,0,1,1,1,1,1,0,0,0,2,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,2,0,1,0,0,1,2,0,1,1,4,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,2,1,1,0,0,1,0,0,1,0,0,0,3,0,0,0,0,1,0,0,0,0,2,4,0,0,0,1,0,1,0,0,0,0,0,1
香月悠梨,1,2,0,1,1,3,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,1,0,0,0,0,0,1,0,1,2,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,4,0,3,0,1,0,1,0,0,0,3,1,1,2,0,0,0,0
有村千佳,3,0,0,1,2,1,0,0,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,5,1,1,0,1,0,0,0,1,0,1,4,2,1,5,0,0,1,0,0,0,0,0,3,2,0,0,3,0,1,0,1,1,0,3,1,2,0,2,0,0,0,1,0,2,2,0,1,1,2,0,0,2,0,1,0,1,1,0,1,1,0,2,1,0,0,0,0,0,1,2,1,0,1,1,4,1
藤月ちはる,0,1,1,2,0,3,0,0,0,0,3,0,0,1,0,0,0,1,0,0,1,0,1,0,3,0,0,0,3,1,0,1,1,0,4,1,0,0,0,0,2,1,0,1,0,0,0,0,1,0,2,2,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,2,0,0,0,1,0,0,0,0,0,1,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
板野風香,0,0,1,0,0,0,2,0,1,3,2,0,0,0,0,0,0,1,0,2,0,0,2,0,2,2,2,1,0,0,0,0,1,4,0,0,0,0,0,1,0,0,1,1,0,0,2,0,0,0,3,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,2,0,0,2,1,1,0,1,1,5,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0
菜月アンナ,1,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,2,0,1,0,0,1,1,0,0,1,0,0,0,2,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,3,1,0,1,0,3,0,1,1,1,2,0,0
霜月るな,0,0,1,0,1,0,1,0,1,0,0,1,1,2,0,0,0,0,1,0,0,0,2,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0,2,2,0,0,1,3,1,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,2,1,0,0,0,0,2,1,0,0,0,1,2,3,0,0,0,2,1,0,0,0
若菜ちえ,1,0,0,0,0,1,1,0,0,0,0,1,1,3,2,0,0,1,0,0,0,1,0,1,1,0,0,0,2,0,0,1,3,0,0,1,0,2,0,1,0,0,1,1,0,1,0,2,0,0,1,2,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,3,1,0,1,1,0,3,0,4,1,0,1,1,0,1,1,0,0,0,0,0,1,0,2,0,0,0,1,0
瀬戸みずほ,2,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,2,3,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,6,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,2,0,0,2,0,0,0,0,1,0,0,1,2,0,1,1,0,2,0,0,0,0
楓乃々花,0,4,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,2,0,2,0,0,0,0,0,0,4,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0
里崎あかね,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,2,0,0,0,2,0,2,0,0,1,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,1,0,1,0,1,0,0,0,6,0,0,0,0,1,0,0,2,0,1,1,1,0,0,2,0,0,0
井上和希,0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,2,1,0,0,0,1,0,1,0,0,0,0,1,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,0,1,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ほしのあすか,0,1,2,2,1,1,0,1,0,3,0,0,0,1,0,0,1,1,0,0,0,0,2,0,1,2,0,0,2,1,0,0,1,5,0,0,0,2,0,1,2,0,0,1,0,0,4,0,0,1,3,0,0,0,2,0,0,0,0,1,2,0,0,0,3,1,0,0,0,0,0,0,1,3,0,2,0,0,2,1,0,1,1,0,0,0,1,0,1,0,0,2,0,3,0,0,2,1,2,0
伊東ユリア,0,0,0,0,0,0,0,1,2,0,0,0,2,1,0,4,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,2,1,2,0,0,1,0,1,0,0,0,0,0,0,0,5,1,0,1,1,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,2,0,0,0,0,3,0,0
青山ローラ,3,1,1,0,2,0,3,1,0,0,0,0,0,1,2,1,0,0,1,1,0,0,0,2,0,0,0,0,0,0,2,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,3,0,1,2,2,0,0,1,0,0,2,1,0,0,0,1,2,0,1,1,1,0,0,2,0,1,2,0,0,0,1,0,0
前田優希,1,2,0,1,0,1,0,0,0,4,0,0,0,1,1,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,3,0,1,1,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,1,0,1,0,2,1,1,0,1,1,0,2,0,1,0,4,0,0,1,0,0,0,0,0,0,0,0
希咲あや,0,0,0,0,0,3,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,2,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
篠原杏,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,3,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,3,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,2,0,2,1,0,0,0,0,0,1,1,2,0,0,0
香澄のあ,0,0,1,0,1,1,0,1,0,2,1,0,0,0,0,0,2,1,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,5,2,1,0,0,0,1,0,1,1,2,1,0,0,0,0,1,1,0,2,0
彩音さくら,1,2,0,0,1,0,0,0,2,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,3,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,2,2,1,1,0,0,0,3,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,2,0,0,0,0,0,0,1,2,0,1,2,1,0,0
雨宮真貴,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,2,1,0,1,1,4,0,0,0,0,0,0,0,0,0,1,3,1,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,2,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,2,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0
黒澤ルナ,1,0,0,0,0,0,2,0,1,0,0,2,0,2,0,1,0,0,0,1,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,4,0,1,0,0,0,1,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,7,0,0,1,1,0,2,0,0,0,2,0,1,0,1,0,4,0,0,0,0
AN,0,2,0,1,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,2,0,0,1,0,0,0,0
音和礼子,0,0,0,0,0,1,0,5,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,5,0,2,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,1,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,1,0,2
大城かえで,0,2,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,2,2,0,0,0,0,2,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0
宮下つばさ,1,2,0,0,0,0,0,1,0,0,0,0,1,0,1,2,1,1,0,0,1,0,1,1,1,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,2,2,0,2,0,1,0,1,1,0,3,0,0,2,1,1,0,0,0,1,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,2,2,2,0,0,1,1,1,0,2,0
小出遥,0,1,2,0,0,0,0,1,0,3,0,0,0,1,1,1,2,3,0,0,1,0,0,1,0,1,0,2,1,2,0,0,1,0,3,1,0,1,3,1,3,2,0,2,0,1,0,2,2,0,3,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,1,1,0,2,0,2,0,0,0,2,2,3,0,3,0,0,0,1,2,1,0,2,0,1,0,0,2,2,0,0
来栖あさみ,0,1,0,0,0,1,1,1,2,1,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,3,0,0,0,1,1,0,2,1,0,2,1,0,0,1,2,1,1,1,0,0,1,0,2,0,0,1,0,0,0,0,0,0,1,0,2,1,0,1,0,0,1,2,1,0,2,0,0,0,0,0,1,0,0,1,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,1,0
舞野まや,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,2,0,1,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,0,4,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0
大島みなみ,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,2,0,0,2,0,0,4,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,2,0,0
